ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Prioridad
7659,Juan,17.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-10-06,0,1,0,65
7660,María,44.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-05-24,0,0,0,95
7661,Camilo,,M,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-02-03,1,0,1,80
7662,María,16.0,,,la contaminación del río está aumentando.,Educación,No urgente,2024-01-18,0,0,1,90
7663,Pedro,40.0,F,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-07-08,1,1,1,70
7664,Jorge,17.0,M,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-23,1,0,1,100
7665,Carlos,48.0,M,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,2024-08-09,1,1,1,100
7666,Valentina,24.0,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2024-03-20,1,1,0,60
7667,Camilo,54.0,F,Cúcuta,queremos más presencia policial.,Salud,Urgente,2023-07-19,0,1,0,100
7668,Laura,61.0,M,Manizales,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-05-12,0,1,0,95
7669,Valentina,60.0,F,Manizales,,Seguridad,No urgente,2024-03-26,1,1,0,58
7670,Camilo,49.0,F,Bogotá,queremos más presencia policial.,Salud,Urgente,2024-05-17,0,1,1,100
7671,Camilo,48.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Salud,Urgente,2024-02-03,0,0,0,100
7672,Sofía,48.0,M,Medellín,,Seguridad,No urgente,2023-02-17,0,1,1,93
7673,Laura,21.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-04-30,1,1,1,70
7674,Laura,28.0,Otro,Barranquilla,,Salud,No urgente,2023-12-24,0,0,1,95
7675,Jorge,67.0,F,Bogotá,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-11-15,0,0,1,100
7676,María,35.0,Otro,Cali,falta agua potable en varias casas.,Educación,Urgente,2023-07-30,1,0,0,85
7677,Jorge,75.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-11-24,0,1,0,95
7678,Ana,76.0,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-05-22,0,1,0,65
7679,Camilo,31.0,M,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-04-14,0,0,0,73
7680,Juan,71.0,,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,2023-02-13,1,1,1,70
7681,Carlos,41.0,F,Manizales,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-04-14,1,1,1,78
7682,Jorge,66.0,F,Pereira,las basuras no se recogen a tiempo.,Educación,No urgente,2023-07-02,1,1,0,55
7683,Pedro,26.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2024-11-03,0,1,0,70
7684,Laura,,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-12-12,0,1,1,100
7685,Valentina,70.0,Otro,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2023-12-01,0,1,1,95
7686,Pedro,28.0,M,Cúcuta,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-09-22,1,1,1,78
7687,Sofía,61.0,,Bucaramanga,,Educación,No urgente,2024-07-15,0,0,1,90
7688,Ana,56.0,Otro,,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-01,0,0,0,75
7689,Carlos,59.0,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-01-26,1,0,1,70
7690,Camilo,37.0,F,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-10-12,1,0,1,70
7691,Pedro,35.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-07-20,1,1,0,50
7692,Camilo,49.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2024-06-30,0,0,1,100
7693,Valentina,19.0,F,Barranquilla,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-05-24,0,1,1,93
7694,Ana,71.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-08-22,1,1,1,100
7695,Sofía,63.0,F,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,2024-01-04,0,0,1,100
7696,Pedro,35.0,Otro,Pereira,las calles están muy oscuras y peligrosas.,Salud,No urgente,2023-01-07,0,0,1,95
7697,Carlos,73.0,F,Medellín,las basuras no se recogen a tiempo.,Educación,Urgente,2023-10-09,1,1,1,100
7698,Juan,61.0,Otro,Manizales,faltan médicos en el centro de salud.,Educación,Urgente,2023-04-05,1,0,0,85
7699,Camilo,32.0,F,Medellín,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-08-17,0,1,1,85
7700,Sofía,66.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-03-27,0,1,1,95
7701,Pedro,53.0,Otro,Santa Marta,la contaminación del río está aumentando.,Seguridad,Urgente,2024-07-08,0,0,1,100
7702,Carlos,77.0,F,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,2024-06-16,1,1,1,100
7703,Juan,79.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-12-30,0,1,1,100
7704,Laura,59.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-03-03,0,0,0,100
7705,María,,M,Cali,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-04-24,0,1,0,95
7706,Valentina,15.0,F,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2024-03-19,1,0,0,88
7707,Juan,,Otro,Pereira,no hay suficientes escuelas públicas.,Salud,Urgente,2023-08-15,1,1,1,100
7708,Juan,,M,Medellín,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-06-16,1,0,1,78
7709,Pedro,72.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-09-12,1,0,1,78
7710,Valentina,59.0,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,2023-03-27,0,1,0,100
7711,Valentina,17.0,F,Cartagena,queremos más presencia policial.,Medio Ambiente,Urgente,2024-10-20,0,0,1,100
7712,Laura,62.0,F,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,2023-07-16,1,1,0,58
7713,Camilo,34.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,2024-01-07,0,1,1,100
7714,María,23.0,M,Barranquilla,no hay suficientes escuelas públicas.,Salud,No urgente,2024-07-07,0,1,0,75
7715,Juan,31.0,F,Medellín,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-12-23,1,0,1,75
7716,Jorge,22.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-08-16,1,0,1,100
7717,Pedro,41.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Educación,Urgente,2023-06-05,1,1,1,100
7718,Juan,41.0,F,Manizales,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-03-03,0,0,0,100
7719,Jorge,40.0,F,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2023-06-02,1,1,1,75
7720,Camilo,43.0,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-10-29,0,0,0,65
7721,Juan,24.0,F,Barranquilla,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-09-13,1,1,0,88
7722,Sofía,45.0,,Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-04-24,0,1,0,100
7723,Laura,37.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,2023-12-30,0,1,0,70
7724,Carlos,41.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-10-25,0,0,1,90
7725,Ana,25.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-09-01,1,0,0,80
7726,Jorge,36.0,Otro,Cúcuta,faltan médicos en el centro de salud.,Educación,No urgente,2023-11-27,0,0,0,70
7727,Carlos,77.0,F,Cali,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-01-21,0,0,1,100
7728,Juan,36.0,Otro,Cali,falta agua potable en varias casas.,Salud,Urgente,2023-11-05,1,1,0,90
7729,Valentina,75.0,F,Manizales,queremos más presencia policial.,Salud,No urgente,2024-09-11,1,1,0,60
7730,Jorge,23.0,F,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-08-27,0,1,1,100
7731,Valentina,78.0,Otro,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2023-05-29,0,1,1,100
7732,Laura,18.0,F,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-09-17,0,1,0,65
7733,Pedro,32.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-09-20,1,0,0,50
7734,Jorge,17.0,F,Cartagena,,Medio Ambiente,No urgente,2024-05-18,1,1,0,50
7735,María,49.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-04-05,1,1,1,100
7736,Carlos,17.0,F,Cali,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-02,1,1,0,85
7737,Laura,74.0,F,Bucaramanga,,Educación,No urgente,2024-08-04,0,1,0,70
7738,Camilo,78.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-06-04,0,0,1,95
7739,Jorge,59.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-04-13,1,0,0,80
7740,Jorge,44.0,Otro,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-11-25,1,1,1,100
7741,Carlos,40.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2023-04-30,1,1,0,58
7742,Pedro,18.0,M,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-01-10,0,1,0,65
7743,Carlos,33.0,M,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-08-20,0,0,1,100
7744,Camilo,45.0,F,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,2024-07-19,0,0,1,95
7745,Juan,78.0,M,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2024-09-04,0,0,1,95
7746,Ana,66.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-01-21,1,1,1,75
7747,Sofía,34.0,M,Manizales,,Salud,No urgente,2023-06-15,0,1,1,95
7748,Sofía,51.0,F,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2024-09-26,1,0,0,85
7749,Sofía,35.0,M,Bucaramanga,falta agua potable en varias casas.,Seguridad,Urgente,2023-02-02,1,0,1,100
7750,Pedro,71.0,Otro,,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-09-17,0,0,1,100
7751,María,65.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-06-03,0,1,0,100
7752,Camilo,28.0,M,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-06-06,1,0,1,70
7753,Ana,45.0,Otro,Bogotá,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-02-06,1,1,0,88
7754,Pedro,43.0,M,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-02-26,0,0,0,95
7755,Carlos,48.0,F,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-09-25,1,0,1,100
7756,Carlos,59.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-06-05,1,1,1,100
7757,Laura,,F,Pereira,la contaminación del río está aumentando.,Salud,No urgente,2023-04-06,0,0,1,95
7758,Juan,37.0,M,Pereira,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-01-06,0,0,1,90
7759,Pedro,,Otro,,,Seguridad,Urgente,2023-09-24,0,1,0,100
7760,Ana,19.0,M,Bucaramanga,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-10-31,0,1,1,100
7761,María,48.0,M,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2023-05-04,1,1,1,100
7762,María,67.0,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-01-24,1,0,1,70
7763,Laura,35.0,M,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-12-01,0,0,1,85
7764,María,48.0,Otro,Cartagena,la contaminación del río está aumentando.,Salud,No urgente,2023-03-04,0,1,0,75
7765,Laura,55.0,F,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-10-18,0,0,1,100
7766,Juan,44.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-09-04,1,0,0,90
7767,Jorge,79.0,Otro,Barranquilla,la contaminación del río está aumentando.,Seguridad,Urgente,2024-10-09,1,1,1,100
7768,Sofía,66.0,F,Barranquilla,no hay suficientes escuelas públicas.,Educación,Urgente,2023-12-06,0,1,1,100
7769,Pedro,41.0,M,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-09-12,1,0,1,100
7770,Juan,,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-06-30,0,0,0,100
7771,Juan,78.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-11-13,1,1,0,85
7772,Valentina,63.0,F,Bucaramanga,queremos más presencia policial.,Salud,No urgente,2024-08-27,0,1,1,95
7773,Camilo,38.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-06-05,1,0,0,60
7774,Jorge,43.0,M,Bogotá,las basuras no se recogen a tiempo.,Educación,No urgente,2024-03-12,1,0,0,55
7775,Camilo,78.0,F,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-08-17,0,0,0,100
7776,Jorge,57.0,F,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-07-11,0,0,1,85
7777,Sofía,71.0,Otro,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-07-09,1,0,0,50
7778,Sofía,60.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-08-31,1,0,0,90
7779,Pedro,70.0,M,Manizales,falta agua potable en varias casas.,Salud,Urgente,2023-01-05,1,1,0,90
7780,Ana,73.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-07-22,0,0,1,93
7781,Carlos,27.0,M,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2023-05-06,1,1,0,55
7782,Valentina,24.0,Otro,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,2024-07-03,1,0,1,70
7783,Ana,60.0,M,Pereira,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-11-01,1,0,1,100
7784,Sofía,18.0,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-06-04,1,1,1,100
7785,Ana,26.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-05-02,0,0,0,95
7786,Sofía,43.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-02-27,0,0,0,100
7787,Juan,74.0,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-07-06,1,0,1,70
7788,Valentina,29.0,Otro,Cali,las basuras no se recogen a tiempo.,Salud,No urgente,2023-12-12,0,1,1,95
7789,Pedro,43.0,,Medellín,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-06-29,1,1,1,70
7790,Laura,34.0,M,Manizales,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-09-28,1,1,1,80
7791,Carlos,39.0,Otro,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-05-27,0,1,0,75
7792,Laura,,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-07-10,0,0,1,93
7793,Valentina,26.0,Otro,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-11-09,1,0,1,78
7794,Pedro,66.0,F,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2023-02-05,0,1,0,100
7795,Sofía,26.0,M,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,2024-01-09,0,0,1,90
7796,Laura,33.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-06-27,1,0,0,50
7797,Camilo,25.0,M,Medellín,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-09-29,0,1,1,85
7798,Juan,,F,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-01-17,1,1,0,58
7799,Pedro,45.0,F,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-03-18,1,0,0,50
7800,Carlos,19.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-02-16,1,1,1,78
7801,Sofía,17.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-08-24,1,0,0,50
7802,Jorge,56.0,M,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-05-04,1,0,0,80
7803,Sofía,33.0,Otro,Cali,,Seguridad,No urgente,2023-04-23,1,0,1,78
7804,Valentina,76.0,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-08-23,0,0,1,100
7805,María,36.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-07-08,1,1,1,100
7806,María,52.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-05-10,1,0,1,70
7807,Sofía,51.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-08-04,0,0,0,75
7808,Pedro,37.0,M,Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-07-10,1,1,0,85
7809,Valentina,78.0,Otro,Medellín,falta agua potable en varias casas.,Educación,No urgente,2023-10-10,0,0,1,90
7810,Valentina,30.0,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-11-20,0,0,0,100
7811,Sofía,,Otro,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-10-28,0,1,0,95
7812,Valentina,,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2023-11-03,0,0,0,100
7813,Jorge,67.0,F,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-09-09,0,1,0,65
7814,Carlos,24.0,F,Cali,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-02-11,1,1,0,90
7815,Ana,47.0,M,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2023-10-23,0,0,1,100
7816,Pedro,61.0,M,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-07,0,0,1,85
7817,Sofía,42.0,F,Manizales,la contaminación del río está aumentando.,Salud,Urgente,2023-05-24,0,0,1,100
7818,Camilo,,F,Medellín,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-30,0,0,1,95
7819,Ana,33.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-05-14,1,1,1,80
7820,Pedro,66.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-09-21,0,0,0,70
7821,Pedro,,F,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-08-31,0,1,1,100
7822,Carlos,51.0,F,Santa Marta,la contaminación del río está aumentando.,Seguridad,Urgente,2023-07-13,1,1,1,100
7823,Sofía,56.0,Otro,Bucaramanga,,Seguridad,No urgente,2023-09-03,0,1,0,73
7824,Ana,75.0,M,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-02-02,1,1,1,100
7825,Sofía,77.0,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-09-15,1,0,0,80
7826,Sofía,67.0,F,Barranquilla,queremos más presencia policial.,Educación,Urgente,2023-07-30,1,0,1,100
7827,Sofía,55.0,F,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,2023-02-14,1,1,0,58
7828,Pedro,74.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-06-24,1,0,0,58
7829,María,52.0,,,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-02-15,1,1,1,100
7830,Valentina,43.0,M,Cartagena,queremos más presencia policial.,Medio Ambiente,Urgente,2023-06-02,1,1,0,80
7831,Camilo,71.0,M,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-20,1,1,0,85
7832,Jorge,59.0,F,Medellín,falta agua potable en varias casas.,Salud,No urgente,2024-03-10,1,1,1,80
7833,Jorge,80.0,M,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,2024-03-10,0,0,1,100
7834,María,21.0,Otro,Pereira,queremos más presencia policial.,Medio Ambiente,No urgente,2023-06-23,0,1,1,85
7835,Ana,77.0,M,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-06-06,1,1,0,50
7836,Ana,54.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-05-26,1,1,0,50
7837,Carlos,70.0,Otro,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-09-14,1,1,0,50
7838,Carlos,,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-10-12,1,0,0,88
7839,Sofía,79.0,F,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-10-23,0,1,0,100
7840,Juan,76.0,Otro,Cali,,Salud,No urgente,2024-09-10,1,0,0,60
7841,Jorge,71.0,F,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-06-02,1,0,0,50
7842,Carlos,,,Bogotá,,Educación,No urgente,2023-01-31,0,1,0,70
7843,Jorge,24.0,M,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-12-11,1,1,1,100
7844,Jorge,60.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Salud,Urgente,2024-06-20,0,0,0,100
7845,Laura,19.0,F,Barranquilla,faltan médicos en el centro de salud.,Salud,Urgente,2023-03-16,1,1,0,90
7846,Laura,29.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2023-06-19,1,0,0,60
7847,Carlos,56.0,Otro,Manizales,falta agua potable en varias casas.,Salud,No urgente,2024-07-03,0,1,1,95
7848,Camilo,,Otro,Bucaramanga,la contaminación del río está aumentando.,Educación,No urgente,2024-02-21,0,1,1,90
7849,Sofía,38.0,M,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-07-24,0,0,1,93
7850,Juan,69.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2023-01-18,0,0,1,95
7851,Camilo,73.0,Otro,Bogotá,queremos más presencia policial.,Seguridad,Urgente,2023-04-05,0,1,1,100
7852,Pedro,19.0,M,Manizales,falta agua potable en varias casas.,Salud,Urgente,2023-09-04,1,0,0,90
7853,Juan,51.0,Otro,Manizales,no hay suficientes escuelas públicas.,Educación,Urgente,2024-09-14,1,0,1,100
7854,Sofía,,M,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-11-24,0,1,1,93
7855,Juan,62.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-12,1,0,1,70
7856,Valentina,31.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-11-06,1,0,1,70
7857,Jorge,79.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-02-17,0,1,1,100
7858,Juan,75.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-03-18,0,0,1,100
7859,Ana,58.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-11-27,1,1,1,100
7860,Carlos,21.0,F,Pereira,queremos más presencia policial.,Medio Ambiente,No urgente,2024-08-02,0,0,1,85
7861,Valentina,23.0,Otro,Medellín,faltan médicos en el centro de salud.,Educación,Urgente,2024-08-25,0,1,1,100
7862,María,40.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,2024-03-28,0,1,0,70
7863,Ana,66.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,2023-01-27,0,0,1,90
7864,Carlos,68.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Educación,No urgente,2023-06-08,1,0,1,75
7865,Pedro,77.0,M,Cúcuta,faltan médicos en el centro de salud.,Salud,No urgente,2024-05-09,1,0,0,60
7866,Juan,80.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-12-16,0,0,1,93
7867,Valentina,51.0,F,Medellín,la contaminación del río está aumentando.,Educación,Urgente,2023-08-17,1,1,0,85
7868,Camilo,62.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-11-08,0,1,1,93
7869,Jorge,67.0,Otro,Cali,las basuras no se recogen a tiempo.,Educación,Urgente,2023-10-10,1,0,1,100
7870,Sofía,57.0,F,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,2023-05-27,0,1,0,100
7871,Pedro,39.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-10-08,1,1,0,90
7872,Valentina,56.0,M,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-04-01,1,1,0,85
7873,Carlos,35.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-02-15,0,1,1,90
7874,María,33.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,2023-04-08,0,1,0,75
7875,Laura,55.0,M,Bucaramanga,queremos más presencia policial.,Educación,No urgente,2024-10-16,0,1,0,70
7876,Sofía,30.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-08-12,0,0,1,85
7877,Valentina,46.0,F,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2024-09-30,0,0,0,70
7878,Valentina,75.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-05-21,0,0,1,85
7879,Camilo,17.0,F,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-10,0,1,1,85
7880,Jorge,56.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-02-02,1,1,0,55
7881,Laura,37.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-03-06,0,0,0,73
7882,Ana,71.0,M,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-04-05,0,0,1,100
7883,Pedro,55.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-01-23,1,1,0,60
7884,Camilo,,F,Santa Marta,las basuras no se recogen a tiempo.,Educación,No urgente,2024-04-05,1,1,1,75
7885,Pedro,62.0,Otro,Manizales,falta agua potable en varias casas.,Educación,No urgente,2024-10-14,0,0,0,70
7886,Laura,27.0,F,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-10-11,1,0,0,50
